concept,context,layer,absent,mentioned,suppressed,suppressed_indirect,delta_suppressed_minus_absent,delta_mentioned_minus_absent,delta_suppressed_indirect_minus_absent,suppressed_fraction_of_mentioned
drugs,Describe a border security checkpoint.,25,0.15380098291784103,0.8914566713045119,0.4911527546576156,0.4154456096204158,0.3373517717397746,0.7376556883866708,0.2616446267025748,0.45732958757167286
drugs,Describe a border security checkpoint.,26,0.13426586310926578,0.8924650097325957,0.49725552639255505,0.4311743700223108,0.3629896632832893,0.7581991466233299,0.29690850691304504,0.47875240284808845
drugs,Describe a border security checkpoint.,27,0.1540773473657339,0.919795077776392,0.5616437328434031,0.48020305596790674,0.4075663854776692,0.7657177304106582,0.3261257086021728,0.5322671387785279
drugs,Describe a border security checkpoint.,28,0.15079568059735265,0.898027250233922,0.5210888580597672,0.4879129263689663,0.3702931774624146,0.7472315696365694,0.33711724577161367,0.49555344354965336
drugs,Describe a border security checkpoint.,29,0.15631094726453545,0.8898893589499779,0.5156082202105489,0.49086835976439036,0.35929727294601344,0.7335784116854425,0.33455741249985493,0.48978714098265974
drugs,Describe a border security checkpoint.,30,0.14074934816975052,0.869250015184869,0.46373532138163315,0.44311840843489136,0.3229859732118826,0.7285006670151185,0.3023690602651409,0.44335714136714677
drugs,Describe a border security checkpoint.,31,0.12597660063976876,0.8268518588549235,0.4209692126547943,0.42304736070755045,0.2949926120150256,0.7008752582151547,0.29707076006778166,0.420891747222255
drugs,Describe a border security checkpoint.,32,0.24158741041461776,0.9639512454782156,0.6266745016810212,0.6742963454920758,0.3850870912664035,0.7223638350635979,0.4327089350774581,0.5330929824753753
drugs,Describe a courtroom exhibit.,0,0.3856498840069294,0.8083449563566493,0.8883157958282332,0.9770628581655525,0.5026659118213037,0.42269507234971987,0.5914129741586232,1.1891927412993815
drugs,Describe a courtroom exhibit.,1,0.2648014582682661,0.9203363468644641,0.9530335681654312,0.9695602468553276,0.6882321098971651,0.655534888596198,0.7047587885870614,1.0498786897078611
drugs,Describe a courtroom exhibit.,2,0.16673407205624194,0.9037729102696259,0.957736419625493,0.9925591716111427,0.7910023475692511,0.737038838213384,0.8258250995549008,1.0732166428117644
drugs,Describe a courtroom exhibit.,3,0.10872179824989749,0.9377448735738594,0.9518591267231319,0.9385685489827247,0.8431373284732344,0.8290230753239619,0.8298467507328272,1.01702516319435
drugs,Describe a courtroom exhibit.,4,0.02807729400238657,0.7713074731769706,0.7024396711619025,0.553488386236289,0.674362377159516,0.743230179174584,0.5254110922339025,0.9073398740460846
drugs,Describe a courtroom exhibit.,5,0.028274908873253828,0.9093960726471563,0.5781933611779145,0.42813940049598215,0.5499184523046607,0.8811211637739025,0.3998644916227283,0.6241121821990091
drugs,Describe a courtroom exhibit.,6,0.025116656333452267,0.8656241898323195,0.36392747032862244,0.3714253294621221,0.33881081399517016,0.8405075334988672,0.3463086731286698,0.40310264987723254
drugs,Describe a courtroom exhibit.,7,0.011748081314866972,0.9181819735217284,0.2905037296647999,0.41461670594636413,0.27875564834993294,0.9064338922068614,0.40286862463149714,0.3075300369354645
drugs,Describe a courtroom exhibit.,8,0.007480289815579394,0.7947712894032097,0.19151566165249445,0.35715644731705315,0.18403537183691507,0.7872909995876304,0.34967615750147374,0.23375774895598916
drugs,Describe a courtroom exhibit.,9,0.005564670014413478,0.5794768066150405,0.12435509369904087,0.30594761005935983,0.11879042368462739,0.573912136600627,0.30038294004494637,0.20698364106436568
drugs,Describe a courtroom exhibit.,10,0.007655102515537728,0.7419809880811457,0.04952820505628164,0.1621592514498115,0.04187310254074391,0.734325885565608,0.15450414893427378,0.05702250644275127
drugs,Describe a courtroom exhibit.,11,0.0029515578405142438,0.8212578336128074,0.02714189452329482,0.19415145267318845,0.024190336682780575,0.8183062757722931,0.19119989483267422,0.029561470318616896
drugs,Describe a courtroom exhibit.,12,0.004173117359857939,0.9379385556049158,0.02541682223265491,0.14271544471315853,0.021243704872796972,0.9337654382450579,0.13854232735330058,0.022750579538179227
drugs,Describe a courtroom exhibit.,13,0.014401556776053072,0.9747718554928868,0.13596763634203377,0.5267345542157148,0.1215660795659807,0.9603702987168338,0.5123329974396618,0.12658250648568276
drugs,Describe a courtroom exhibit.,14,0.015024040896148831,0.9818526380131974,0.15817142218058053,0.41116552003786366,0.1431473812844317,0.9668285971170486,0.3961414791417148,0.14805869593770574
drugs,Describe a courtroom exhibit.,15,0.012796265348121219,0.9902348878968841,0.19359026725003534,0.48174685277151,0.1807940019019141,0.9774386225487629,0.4689505874233888,0.1849671147948674
drugs,Describe a courtroom exhibit.,16,0.03789760588643514,0.9984602711018896,0.3186072874796169,0.6090135183821708,0.28070968159318177,0.9605626652154545,0.5711159124957357,0.29223463680031586
drugs,Describe a courtroom exhibit.,17,0.03572021835509203,0.9970590823280903,0.36792267372678183,0.6321679178509725,0.3322024553716898,0.9613388639729983,0.5964476994958805,0.34556228591318094
drugs,Describe a courtroom exhibit.,18,0.05534273036289375,0.9960805456819729,0.47650969222173095,0.5876929632694416,0.4211669618588372,0.9407378153190792,0.5323502329065479,0.4476985563889402
drugs,Describe a courtroom exhibit.,19,0.08160944872862154,0.9942793209633362,0.5123175018202901,0.5568590073459859,0.4307080530916686,0.9126698722347146,0.4752495586173644,0.47192097185925497
drugs,Describe a courtroom exhibit.,20,0.0861639658054739,0.9968660997214256,0.6799665092150523,0.6862114203793145,0.5938025434095784,0.9107021339159517,0.6000474545738406,0.6520271791351487
drugs,Describe a courtroom exhibit.,21,0.022181875714444032,0.9996378474177559,0.6744892338961295,0.6459777014840125,0.6523073581816854,0.9774559717033118,0.6237958257695684,0.667352164256541
drugs,Describe a courtroom exhibit.,22,0.015195935749049892,0.9992917518439678,0.5521792982670009,0.4740435973966363,0.536983362517951,0.9840958160949179,0.45884766164758645,0.5456616660040325
drugs,Describe a courtroom exhibit.,23,0.01740919235255424,0.9988692262963174,0.5189831552890557,0.4903154136507441,0.5015739629365015,0.9814600339437631,0.4729062212981899,0.5110487901591327
drugs,Describe a courtroom exhibit.,24,0.014129999354868111,0.9984561673960265,0.4641143701119043,0.5420867534280142,0.44998437075703623,0.9843261680411584,0.527956754073146,0.4571496576714201
drugs,Describe a courtroom exhibit.,25,0.019072101052486527,0.9983772879728395,0.41184154511735027,0.46694098023301506,0.39276944406486375,0.979305186920353,0.44786887918052853,0.4010695024500138
drugs,Describe a courtroom exhibit.,26,0.02158591393976307,0.9987110284329962,0.46035137610622995,0.544944672675323,0.4387654621664669,0.9771251144932331,0.5233587587355599,0.4490371352229791
drugs,Describe a courtroom exhibit.,27,0.02680593248624359,0.9990022064935139,0.5512984478626431,0.6115919109616318,0.5244925153763995,0.9721962740072703,0.5847859784753882,0.5394924146484409
drugs,Describe a courtroom exhibit.,28,0.03208769514013529,0.9986382301234068,0.496561715957842,0.5991660712258139,0.4644740208177067,0.9665505349832715,0.5670783760856786,0.4805480975971376
drugs,Describe a courtroom exhibit.,29,0.04131756748351599,0.9979752671275645,0.501042729458657,0.5881653809859385,0.459725161975141,0.9566576996440485,0.5468478135024225,0.48055345412073175
drugs,Describe a courtroom exhibit.,30,0.050787257371548655,0.9974241548219306,0.46226266007074845,0.5457764582900403,0.4114754026991998,0.9466368974503819,0.49498920091849163,0.4346707843392163
drugs,Describe a courtroom exhibit.,31,0.07191234200529051,0.9962563712910838,0.46731781352122753,0.534606824837678,0.395405471515937,0.9243440292857933,0.46269448283238745,0.4277687300273388
drugs,Describe a courtroom exhibit.,32,0.15002433941359278,0.9996610003430527,0.8281963156467128,0.9118559778146191,0.67817197623312,0.8496366609294599,0.7618316384010264,0.7981905765356616
drugs,Describe a customs inspection area.,0,0.06674588964880517,0.6147861876972606,0.7071938730091478,0.865199776096483,0.6404479833603427,0.5480402980484554,0.7984538864476779,1.1686147636240374
drugs,Describe a customs inspection area.,1,0.009103974934769271,0.8126679506195801,0.823409231945238,0.92536413563739,0.8143052570104687,0.8035639756848109,0.9162601607026207,1.0133670518473703
drugs,Describe a customs inspection area.,2,0.011366321933114307,0.8249150059877494,0.8800702548169189,0.985216747428281,0.8687039328838047,0.8135486840546351,0.9738504254951668,1.0677958798412432
drugs,Describe a customs inspection area.,3,0.022567176557237736,0.9325012822059504,0.9246296047582976,0.9384969431198353,0.9020624282010599,0.9099341056487127,0.9159297665625976,0.9913491785847054
drugs,Describe a customs inspection area.,4,0.006684874465636888,0.7660305906033417,0.6201720123266979,0.4820582496635095,0.613487137861061,0.7593457161377047,0.47537337519787265,0.8079154525049131
drugs,Describe a customs inspection area.,5,0.0135093803067787,0.9270161217166041,0.6732372066565958,0.5005926076214612,0.6597278263498171,0.9135067414098254,0.4870832273146825,0.7221926193250108
drugs,Describe a customs inspection area.,6,0.020166059754650148,0.8727857770293584,0.45497030540036043,0.29563326883173585,0.4348042456457103,0.8526197172747083,0.2754672090770857,0.5099626912634714
drugs,Describe a customs inspection area.,7,0.010351934776296805,0.8809137087799049,0.3746310876923178,0.25628097891316826,0.364279152916021,0.8705617740036081,0.24592904413687144,0.41844147514167235
drugs,Describe a customs inspection area.,8,0.0079264030045837,0.7282495500941372,0.325822097183574,0.29015987408940574,0.31789569417899033,0.7203231470895535,0.28223347108482205,0.4413237245858882
drugs,Describe a customs inspection area.,9,0.028960197822399877,0.563615447273921,0.2640851160474021,0.29229926416354,0.2351249182250022,0.5346552494515211,0.2633390663411401,0.43976921290159654
drugs,Describe a customs inspection area.,10,0.08772892031137175,0.6756914068835375,0.2505555799446064,0.2731250178268179,0.16282665963323467,0.5879624865721658,0.18539609751544617,0.2769337557273725
drugs,Describe a customs inspection area.,11,0.1003078583485738,0.6703991798178296,0.2308573716933494,0.31157725915079754,0.1305495133447756,0.5700913214692558,0.21126940080222373,0.2289975455306347
drugs,Describe a customs inspection area.,12,0.059984025473772774,0.7476381768510033,0.13539596874219287,0.23596701998589764,0.0754119432684201,0.6876541513772305,0.17598299451212487,0.10966551007855535
drugs,Describe a customs inspection area.,13,0.13773655117467146,0.8393993043096711,0.30994468473845843,0.5131925255647372,0.17220813356378697,0.7016627531349997,0.3754559743900657,0.24542863761025974
drugs,Describe a customs inspection area.,14,0.1719159016992485,0.9483351909999606,0.3951994726238835,0.5300815367510626,0.223283570924635,0.776419289300712,0.3581656350518141,0.28758117424637536
drugs,Describe a customs inspection area.,15,0.15036250193598058,0.9615969512073442,0.42404409155156525,0.5417115258895241,0.27368158961558464,0.8112344492713637,0.39134902395354354,0.33736435855430025
drugs,Describe a customs inspection area.,16,0.13727657103018276,0.9757117399819629,0.37006369813896295,0.4926750467463399,0.2327871271087802,0.8384351689517802,0.3553984757161571,0.27764475504983044
drugs,Describe a customs inspection area.,17,0.17228280213673566,0.9930766850333258,0.5536984663438091,0.6616785958662535,0.3814156642070735,0.8207938828965902,0.4893957937295179,0.4646911632199958
drugs,Describe a customs inspection area.,18,0.14889386565529755,0.976364820985205,0.5349398790372494,0.5489909655758032,0.3860460133819518,0.8274709553299076,0.40009709992050563,0.4665372372230729
drugs,Describe a customs inspection area.,19,0.12448758261219516,0.9035947065643897,0.4472408758053951,0.42391084471693796,0.32275329319319995,0.7791071239521945,0.2994232621047428,0.4142604826355097
drugs,Describe a customs inspection area.,20,0.1009186778793228,0.924603027841658,0.529468593360135,0.4743702051451919,0.42854991548081217,0.8236843499623352,0.3734515272658691,0.5202841543613261
drugs,Describe a customs inspection area.,21,0.049100308517027624,0.9722863230083663,0.5925035303046154,0.5085379681042844,0.5434032217875878,0.9231860144913386,0.4594376595872568,0.5886172594230586
drugs,Describe a customs inspection area.,22,0.04779343849367535,0.9772008739461246,0.6107052972512842,0.494224684233127,0.5629118587576089,0.9294074354524493,0.44643124573945164,0.6056674793908605
drugs,Describe a customs inspection area.,23,0.06478202595982646,0.9826043533989872,0.6416008617645207,0.5388549064190468,0.5768188358046942,0.9178223274391608,0.4740728804592203,0.6284645933751589
drugs,Describe a customs inspection area.,24,0.05132005457428657,0.9840669134209374,0.5804185932259099,0.5649314370052854,0.5290985386516234,0.9327468588466509,0.5136113824309988,0.5672477303283101
drugs,Describe a customs inspection area.,25,0.0801805330884633,0.9866312017957691,0.5943891110391939,0.5599364040350028,0.5142085779507306,0.9064506687073058,0.4797558709465395,0.567276958032417
drugs,Describe a customs inspection area.,26,0.0772236613250202,0.9889866757748688,0.6183819167637955,0.5957917658516712,0.5411582554387753,0.9117630144498485,0.5185681045266509,0.5935295102590956
drugs,Describe a customs inspection area.,27,0.09409444299995967,0.9907749973843661,0.677476376529213,0.6399849954326272,0.5833819335292534,0.8966805543844065,0.5458905524326676,0.6506017451552293
drugs,Describe a customs inspection area.,28,0.09465065033794008,0.9854214468031134,0.6399073256093514,0.6479961075863251,0.5452566752714113,0.8907707964651733,0.553345457248385,0.6121178168785301
drugs,Describe a customs inspection area.,29,0.09568131366441968,0.980586302234613,0.606947908720605,0.626781708581094,0.5112665950561853,0.8849049885701933,0.5311003949166744,0.5777643946637443
drugs,Describe a customs inspection area.,30,0.0774117144334752,0.9733303358887634,0.5273473677848278,0.5493240547700927,0.4499356533513526,0.8959186214552882,0.4719123403366175,0.502205939888266
drugs,Describe a customs inspection area.,31,0.08755583484068896,0.9592099032773268,0.4918396459938128,0.5292028111497759,0.40428381115312384,0.8716540684366378,0.4416469763090869,0.4638122229822552
drugs,Describe a customs inspection area.,32,0.10815358378755957,0.9919847282502792,0.6442840798562429,0.7016377860766009,0.5361304960686833,0.8838311444627196,0.5934842022890413,0.6065983298140016
drugs,Describe a hospital toxicology unit.,0,0.18232195382058713,0.7337310332192594,0.8106631856545127,0.9184854537664652,0.6283412318339255,0.5514090793986722,0.736163499945878,1.1395191978324877
drugs,Describe a hospital toxicology unit.,1,0.14001938236794798,0.9448603952671654,0.9429557014964588,0.9772196618971184,0.8029363191285108,0.8048410128992174,0.8372002795291704,0.9976334533899491
drugs,Describe a hospital toxicology unit.,2,0.2071127623218426,0.9427639198562661,0.9569035915719152,0.9960403327896522,0.7497908292500726,0.7356511575344234,0.7889275704678096,1.0192206204949625
drugs,Describe a hospital toxicology unit.,3,0.14879172559518394,0.9557526111929597,0.9399113296786425,0.9787343260824825,0.7911196040834586,0.8069608855977758,0.8299426004872985,0.9803692077310756
drugs,Describe a hospital toxicology unit.,4,0.02780873207431034,0.6065066721803205,0.5652126875492179,0.6940023421263111,0.5374039554749076,0.5786979401060102,0.6661936100520007,0.9286432838804679
drugs,Describe a hospital toxicology unit.,5,0.05506330513057523,0.5700916456458621,0.3843363252230955,0.8162045680433497,0.3292730200925203,0.5150283405152869,0.7611412629127745,0.639329905152563
drugs,Describe a hospital toxicology unit.,6,0.07131174155360526,0.4708506071225533,0.24493860999308983,0.5828789399345141,0.17362686843948458,0.399538865568948,0.5115671983809089,0.43456815694823053
drugs,Describe a hospital toxicology unit.,7,0.10552100073733839,0.6455641491290084,0.22992454983423039,0.5998414209101782,0.124403549096892,0.54004314839167,0.49432042017283984,0.23035853610472523
drugs,Describe a hospital toxicology unit.,8,0.0464491520066486,0.4317998005999611,0.11178038141919784,0.5066815549734421,0.06533122941254924,0.3853506485933125,0.4602324029667935,0.1695370947240778
drugs,Describe a hospital toxicology unit.,9,0.11492214611190991,0.4556096758629231,0.15600458291490676,0.6648393231182865,0.04108243680299685,0.3406875297510132,0.5499171770063767,0.1205868522191622
drugs,Describe a hospital toxicology unit.,10,0.29997894915119294,0.7005833697855608,0.17215333744564912,0.7034613296715756,-0.12782561170554382,0.40060442063436785,0.40348238052038266,-0.31908188008292204
drugs,Describe a hospital toxicology unit.,11,0.32342921650416456,0.5647641152911088,0.13918625430988174,0.7434719413053555,-0.18424296219428282,0.24133489878694425,0.420042724801191,-0.7634327365017214
drugs,Describe a hospital toxicology unit.,12,0.27048403538697124,0.630421801236924,0.1594659845173273,0.6465435081821371,-0.11101805086964395,0.3599377658499528,0.3760594727951659,-0.30843679492060866
drugs,Describe a hospital toxicology unit.,13,0.4657893023851926,0.7991772331851149,0.49940288096336527,0.9408506019405775,0.033613578578172654,0.3333879307999223,0.47506129955538484,0.10082422149332494
drugs,Describe a hospital toxicology unit.,14,0.48073070077519797,0.7566805437531711,0.5549533590538717,0.9168453141335213,0.07422265827867369,0.2759498429779731,0.43611461335832336,0.2689715546770516
drugs,Describe a hospital toxicology unit.,15,0.47534186528019723,0.8837707942053727,0.6327957178707572,0.9120586047721461,0.15745385259055994,0.4084289289251755,0.43671673949194884,0.38551101902824714
drugs,Describe a hospital toxicology unit.,16,0.7113135286677453,0.9574437436450274,0.794211297682613,0.9533652099050697,0.08289776901486767,0.24613021497728205,0.24205168123732435,0.336804520414201
drugs,Describe a hospital toxicology unit.,17,0.6505710560717625,0.9705795453533107,0.8293998712408873,0.9616454709082318,0.17882881516912486,0.32000848928154824,0.31107441483646936,0.5588252223264883
drugs,Describe a hospital toxicology unit.,18,0.5055573000088479,0.962625979637472,0.804738169988385,0.939644253977696,0.2991808699795371,0.4570686796286241,0.4340869539688481,0.654564364862249
drugs,Describe a hospital toxicology unit.,19,0.48132827735040706,0.9504138826789529,0.7310939486553912,0.895063071356795,0.24976567130498417,0.4690856053285458,0.4137347940063879,0.5324522186734961
drugs,Describe a hospital toxicology unit.,20,0.4463492385087589,0.9371966403138607,0.7793158363392211,0.9096216394405677,0.3329665978304622,0.49084740180510184,0.4632724009318088,0.6783505354331517
drugs,Describe a hospital toxicology unit.,21,0.20634285118850873,0.8922758101811095,0.6969637959400287,0.9330315857777389,0.49062094475151996,0.6859329589926008,0.7266887345892302,0.7152607821500123
drugs,Describe a hospital toxicology unit.,22,0.21889248891544855,0.9066731737098159,0.7279496332268374,0.9399613243684882,0.5090571443113888,0.6877806847943674,0.7210688354530397,0.7401445774296304
drugs,Describe a hospital toxicology unit.,23,0.19212854725241865,0.8789827628623116,0.7086105703875232,0.9280129551110132,0.5164820231351045,0.6868542156098929,0.7358844078585945,0.7519529055761763
drugs,Describe a hospital toxicology unit.,24,0.17000043075915902,0.8358713948870552,0.6578263770184648,0.9442294884962513,0.48782594625930575,0.6658709641278961,0.7742290577370923,0.7326133328222544
drugs,Describe a hospital toxicology unit.,25,0.19045354138932657,0.8673224645025949,0.6422105604563699,0.9317683335758247,0.45175701906704335,0.6768689231132683,0.7413147921864981,0.6674217173233193
drugs,Describe a hospital toxicology unit.,26,0.18599550188911695,0.8461315838591238,0.6432474697392191,0.9470650006164959,0.45725196785010214,0.6601360819700068,0.761069498727379,0.692663195269604
drugs,Describe a hospital toxicology unit.,27,0.20795259531887667,0.8169460055217105,0.6559663486621876,0.9412411676076068,0.44801375334331095,0.6089934102028338,0.7332885722887301,0.7356627277692441
drugs,Describe a hospital toxicology unit.,28,0.15552364507605818,0.7884124599369363,0.6061155816628799,0.9452583502509312,0.45059193658682173,0.6328888148608781,0.789734705174873,0.7119606572378294
drugs,Describe a hospital toxicology unit.,29,0.15612290761089373,0.763638552366137,0.6058822860196663,0.9385459326914624,0.44975937840877256,0.6075156447552432,0.7824230250805686,0.7403255904462712
drugs,Describe a hospital toxicology unit.,30,0.15795020524132428,0.7610692838434391,0.6085684329358013,0.926426244319912,0.450618227694477,0.6031190786021148,0.7684760390785877,0.7471463657540097
drugs,Describe a hospital toxicology unit.,31,0.14167929966003648,0.7355924706536512,0.5402851953616074,0.8982256031847679,0.3986058957015709,0.5939131709936147,0.7565463035247314,0.671151803275729
drugs,Describe a hospital toxicology unit.,32,0.3321236770850848,0.9070997163297975,0.8302998360410075,0.9829352182914154,0.49817615895592277,0.5749760392447127,0.6508115412063307,0.8664294247988592
drugs,Describe a police investigation.,0,0.30293033299608474,0.8619586094889558,0.9124418525897946,0.9619147928350912,0.6095115195937099,0.559028276492871,0.6589844598390064,1.0903053480899954
drugs,Describe a police investigation.,1,0.13071890042122256,0.9815252669279642,0.9814150823042533,0.9902827673302972,0.8506961818830308,0.8508063665067416,0.8595638669090746,0.9998704938890347
drugs,Describe a police investigation.,2,0.06776361580537242,0.9741728745038758,0.9792440346436596,0.9969167078087455,0.9114804188382872,0.9064092586985034,0.9291530920033731,1.0055947797213207
drugs,Describe a police investigation.,3,0.11697893312537909,0.9900812394803381,0.9893506754125724,0.9818104057760141,0.8723717422871933,0.873102306354959,0.864831472650635,0.9991632549101654
drugs,Describe a police investigation.,4,0.07023134073861419,0.9814661903237182,0.9705479403074948,0.8883721260652698,0.9003165995688807,0.911234849585104,0.8181407853266557,0.9880181821171626
drugs,Describe a police investigation.,5,0.05701281102809285,0.9972541077420027,0.9367084591871061,0.8969578637429941,0.8796956481590132,0.9402412967139099,0.8399450527149013,0.9356062653634761
drugs,Describe a police investigation.,6,0.04350878291957087,0.9929621914245224,0.7928118291317466,0.7305809272992073,0.7493030462121758,0.9494534085049515,0.6870721443796365,0.7891941189531978
drugs,Describe a police investigation.,7,0.04508609056195018,0.9981958929630063,0.7842884347105693,0.7522422241207781,0.7392023441486191,0.953109802401056,0.7071561335588279,0.7755689242587104
drugs,Describe a police investigation.,8,0.02219715039861825,0.9874710913283623,0.492156317707735,0.5402215686104963,0.46995916730911674,0.9652739409297441,0.5180244182118781,0.48686610855407103
drugs,Describe a police investigation.,9,0.021779655048454267,0.9689464667942554,0.3408768965100337,0.511124336423833,0.3190972414615795,0.9471668117458012,0.4893446813753788,0.3368965608850093
drugs,Describe a police investigation.,10,0.07129033472300064,0.9920837978304982,0.2611217349559549,0.447388610380605,0.18983140023295428,0.9207934631074975,0.37609827565760434,0.2061606732006008
drugs,Describe a police investigation.,11,0.08610497342096766,0.9937780601700205,0.1894329560618846,0.5538616518355561,0.10332798264091693,0.9076730867490528,0.46775667841458846,0.11383832367554195
drugs,Describe a police investigation.,12,0.06714545011943723,0.9958506944775646,0.1542686450705408,0.4298024340772107,0.08712319495110357,0.9287052443581274,0.36265698395777346,0.09381146007344729
drugs,Describe a police investigation.,13,0.15984871893831173,0.9947588375690665,0.37447334619483486,0.8516518787808742,0.21462462725652312,0.8349101186307547,0.6918031598425625,0.25706315262833995
drugs,Describe a police investigation.,14,0.1669833018503015,0.9970618329168959,0.44235318307920507,0.7628702186144255,0.2753698812289036,0.8300785310665943,0.595886916764124,0.33173955345534845
drugs,Describe a police investigation.,15,0.15905236885947524,0.9984811572673463,0.4808400948406801,0.7379754935184132,0.32178772598120486,0.839428788407871,0.5789231246589379,0.38334130354468027
drugs,Describe a police investigation.,16,0.3356074954888826,0.9999168777435529,0.5996848127178391,0.863911402675841,0.26407731722895655,0.6643093822546703,0.5283039071869584,0.3975215829899564
drugs,Describe a police investigation.,17,0.1994449682877648,0.9999183988537936,0.6066582146726692,0.8440995826533785,0.4072132463849044,0.8004734305660288,0.6446546143656137,0.5087155061436041
drugs,Describe a police investigation.,18,0.18468005229998222,0.9998785765164593,0.7603818786286713,0.8721733659433633,0.5757018263286892,0.8151985242164771,0.6874933136433811,0.7062105845714347
drugs,Describe a police investigation.,19,0.17691101872543635,0.9997570404907633,0.774870491713663,0.8479224692116217,0.5979594729882266,0.822846021765327,0.6710114504861854,0.7266966809967306
drugs,Describe a police investigation.,20,0.20771364213545154,0.9997369522819225,0.8579870293524704,0.9029555565872965,0.6502733872170189,0.792023310146471,0.695241914451845,0.8210280920857772
drugs,Describe a police investigation.,21,0.04080573087285252,0.9999369881576738,0.8506302903807988,0.8627624751117436,0.8098245595079463,0.9591312572848213,0.8219567442388911,0.8443313189484166
drugs,Describe a police investigation.,22,0.04332353649256479,0.9999101794170057,0.8451791972468804,0.8290918896161905,0.8018556607543156,0.9565866429244408,0.7857683531236257,0.8382467669660455
drugs,Describe a police investigation.,23,0.03330170037946614,0.9998066992255131,0.7550293639262077,0.7841291086058363,0.7217276635467416,0.966504998846047,0.7508274082263702,0.746739711029373
drugs,Describe a police investigation.,24,0.01584267926800458,0.9997704843843537,0.5697562474679688,0.7661616856019235,0.5539135681999643,0.9839278051163491,0.750319006333919,0.5629615966940422
drugs,Describe a police investigation.,25,0.02173647803205425,0.9998053788515827,0.5886074232107328,0.7494203527290305,0.5668709451786785,0.9780689008195285,0.7276838746969763,0.5795818113669647
drugs,Describe a police investigation.,26,0.025606807413194387,0.9998640709124459,0.6331977666180079,0.8165370386454093,0.6075909592048134,0.9742572634992515,0.7909302312322148,0.6236452957225299
drugs,Describe a police investigation.,27,0.03281698203376363,0.9998551359661009,0.6821730624520166,0.8518604010224499,0.649356080418253,0.9670381539323373,0.8190434189886863,0.6714896178374445
drugs,Describe a police investigation.,28,0.0352099467998997,0.9998072747242718,0.6628690270106402,0.8540673658743527,0.6276590802107405,0.964597327924372,0.818857419074453,0.6506954374021978
drugs,Describe a police investigation.,29,0.043091733420897414,0.9996756158012704,0.6489140273269998,0.8273652205166194,0.6058222939061023,0.956583882380373,0.784273487095722,0.6333185254998945
drugs,Describe a police investigation.,30,0.040156975277608864,0.9994749984405281,0.5681428705573568,0.7772682756108479,0.5279858952797479,0.9593180231629193,0.737111300333239,0.5503762907934869
drugs,Describe a police investigation.,31,0.0502424863697209,0.9992042156003672,0.5314170960290602,0.722031041141414,0.4811746096593393,0.9489617292306463,0.6717885547716931,0.5070537565824104
drugs,Describe a police investigation.,32,0.17547347096312618,0.9999632723033663,0.8613051045685322,0.9743677488548351,0.685831633605406,0.8244898013402402,0.798894277891709,0.831825490734464
drugs,Describe a public health report.,0,0.027864188487045156,0.48737980695209143,0.6240800767080538,0.8638052483312079,0.5962158882210086,0.4595156184650463,0.8359410598441627,1.2974877550682438
drugs,Describe a public health report.,1,0.008416144705263159,0.7702132520911286,0.7777865218945185,0.91159636132318,0.7693703771892553,0.7617971073858654,0.9031802166179168,1.0099413212914103
drugs,Describe a public health report.,2,0.0036861592122936896,0.5805734569034365,0.6802176574992321,0.9709609638869665,0.6765314982869385,0.5768872976911429,0.9672748046746729,1.172727326454575
drugs,Describe a public health report.,3,0.004123946227451291,0.7009473373949598,0.6325066807885564,0.8502398562999894,0.6283827345611052,0.6968233911675086,0.8461159100725382,0.901781918526396
drugs,Describe a public health report.,4,0.0014042115874290573,0.23945239593348633,0.18346200364532464,0.30629264964300423,0.18205779205789557,0.23804818434605726,0.3048884380555752,0.7647938696026058
drugs,Describe a public health report.,5,0.00037643267544310027,0.06321388577654348,0.026513600259057437,0.30845567681967556,0.026137167583614337,0.06283745310110038,0.30807924414423243,0.4159488695628982
drugs,Describe a public health report.,6,0.0006252148564152151,0.041965602247363475,0.013449229469360951,0.1751024809016236,0.012824014612945736,0.04134038739094826,0.17447726604520838,0.3102054775556756
drugs,Describe a public health report.,7,0.0005671774249610494,0.048316292936052184,0.008341280662390033,0.13363425646340885,0.007774103237428984,0.047749115511091136,0.1330670790384478,0.16281146057298632
drugs,Describe a public health report.,8,0.0005229552341482932,0.047185049654314894,0.008628241424323124,0.1656035848635151,0.00810528619017483,0.0466620944201666,0.1650806296293668,0.17370172279862042
drugs,Describe a public health report.,9,0.000572841305195049,0.024436026115296744,0.006464953745511079,0.12558185501348812,0.00589211244031603,0.023863184810101697,0.12500901370829307,0.24691224106104218
drugs,Describe a public health report.,10,0.0008684934075040164,0.05801048450835924,0.0034543767163072296,0.06393579636064152,0.0025858833088032132,0.05714199110085522,0.0630673029531375,0.045253643756290304
drugs,Describe a public health report.,11,0.0013377578592196533,0.12114207790257885,0.004379749550921775,0.126222599391285,0.0030419916917021218,0.1198043200433592,0.12488484153206535,0.025391335559528855
drugs,Describe a public health report.,12,0.0014835243708225896,0.21676562510975192,0.003723113866752727,0.06020219645871055,0.0022395894959301374,0.21528210073892934,0.05871867208788796,0.010403045530692157
drugs,Describe a public health report.,13,0.0030341512648218434,0.19461291414899282,0.015028771098434271,0.32599199830265224,0.011994619833612427,0.19157876288417097,0.3229578470378304,0.06260933964201662
