concept,layer,split_seed,probe_accuracy,probe_auc,probe_f1,n_train,n_test,n_positive,n_negative
alcohol,19,42,0.47619047619047616,0.6944444444444444,0.56,37,21,24,34
alcohol,19,101,0.7142857142857143,0.8518518518518519,0.6666666666666666,37,21,24,34
alcohol,20,13,0.7142857142857143,0.7962962962962963,0.7272727272727273,37,21,24,34
alcohol,20,42,0.5238095238095238,0.6666666666666667,0.5833333333333334,37,21,24,34
alcohol,20,101,0.7619047619047619,0.8703703703703703,0.7058823529411765,37,21,24,34
alcohol,21,13,0.7619047619047619,0.8333333333333334,0.7619047619047619,37,21,24,34
alcohol,21,42,0.5238095238095238,0.7314814814814814,0.5833333333333334,37,21,24,34
alcohol,21,101,0.7619047619047619,0.8981481481481481,0.6666666666666666,37,21,24,34
alcohol,22,13,0.7619047619047619,0.8333333333333334,0.7619047619047619,37,21,24,34
alcohol,22,42,0.6666666666666666,0.7407407407407407,0.6666666666666666,37,21,24,34
alcohol,22,101,0.7619047619047619,0.9166666666666667,0.6666666666666666,37,21,24,34
alcohol,23,13,0.7619047619047619,0.8148148148148149,0.7619047619047619,37,21,24,34
alcohol,23,42,0.7142857142857143,0.7407407407407407,0.7,37,21,24,34
alcohol,23,101,0.7619047619047619,0.9074074074074074,0.6666666666666666,37,21,24,34
alcohol,24,13,0.7619047619047619,0.8148148148148149,0.7619047619047619,37,21,24,34
alcohol,24,42,0.6666666666666666,0.712962962962963,0.631578947368421,37,21,24,34
alcohol,24,101,0.7619047619047619,0.9074074074074074,0.6666666666666666,37,21,24,34
alcohol,25,13,0.7619047619047619,0.8148148148148148,0.7619047619047619,37,21,24,34
alcohol,25,42,0.6666666666666666,0.7037037037037037,0.6666666666666666,37,21,24,34
alcohol,25,101,0.7619047619047619,0.9074074074074074,0.6666666666666666,37,21,24,34
alcohol,26,13,0.7619047619047619,0.8055555555555556,0.7619047619047619,37,21,24,34
alcohol,26,42,0.6190476190476191,0.6944444444444444,0.6,37,21,24,34
alcohol,26,101,0.7619047619047619,0.9074074074074074,0.6666666666666666,37,21,24,34
alcohol,27,13,0.7619047619047619,0.787037037037037,0.7619047619047619,37,21,24,34
alcohol,27,42,0.6666666666666666,0.7037037037037037,0.6666666666666666,37,21,24,34
alcohol,27,101,0.7619047619047619,0.9166666666666667,0.6666666666666666,37,21,24,34
alcohol,28,13,0.7142857142857143,0.787037037037037,0.7272727272727273,37,21,24,34
alcohol,28,42,0.6666666666666666,0.7037037037037037,0.6666666666666666,37,21,24,34
alcohol,28,101,0.7619047619047619,0.8981481481481481,0.6666666666666666,37,21,24,34
alcohol,29,13,0.7619047619047619,0.7777777777777777,0.7619047619047619,37,21,24,34
alcohol,29,42,0.5714285714285714,0.6851851851851851,0.5714285714285714,37,21,24,34
alcohol,29,101,0.7619047619047619,0.9074074074074074,0.6666666666666666,37,21,24,34
alcohol,30,13,0.7619047619047619,0.7685185185185186,0.7619047619047619,37,21,24,34
alcohol,30,42,0.6666666666666666,0.6759259259259259,0.6666666666666666,37,21,24,34
alcohol,30,101,0.7619047619047619,0.8703703703703703,0.6666666666666666,37,21,24,34
alcohol,31,13,0.7619047619047619,0.7314814814814815,0.7619047619047619,37,21,24,34
alcohol,31,42,0.5714285714285714,0.6851851851851852,0.5714285714285714,37,21,24,34
alcohol,31,101,0.7619047619047619,0.8981481481481481,0.6666666666666666,37,21,24,34
alcohol,32,13,0.7142857142857143,0.7592592592592593,0.7272727272727273,37,21,24,34
alcohol,32,42,0.6190476190476191,0.6851851851851851,0.5555555555555556,37,21,24,34
alcohol,32,101,0.8095238095238095,0.8981481481481481,0.75,37,21,24,34
drugs,0,13,0.6190476190476191,0.7962962962962963,0.6,37,21,24,34
drugs,0,42,0.7142857142857143,0.9259259259259258,0.7272727272727273,37,21,24,34
drugs,0,101,0.8095238095238095,0.8425925925925926,0.7777777777777778,37,21,24,34
drugs,1,13,0.7619047619047619,0.861111111111111,0.7368421052631579,37,21,24,34
drugs,1,42,0.9047619047619048,0.962962962962963,0.8888888888888888,37,21,24,34
drugs,1,101,0.8571428571428571,0.9166666666666666,0.8421052631578947,37,21,24,34
drugs,2,13,0.6666666666666666,0.8333333333333333,0.6666666666666666,37,21,24,34
drugs,2,42,0.8095238095238095,0.9537037037037037,0.8,37,21,24,34
drugs,2,101,0.8095238095238095,0.9074074074074074,0.8,37,21,24,34
drugs,3,13,0.8095238095238095,0.9259259259259258,0.8,37,21,24,34
drugs,3,42,0.9047619047619048,0.9814814814814815,0.9,37,21,24,34
drugs,3,101,0.7619047619047619,0.9351851851851851,0.7619047619047619,37,21,24,34
drugs,4,13,0.8095238095238095,0.962962962962963,0.8181818181818182,37,21,24,34
drugs,4,42,0.9047619047619048,1.0,0.9,37,21,24,34
drugs,4,101,0.7619047619047619,0.9537037037037036,0.7619047619047619,37,21,24,34
drugs,5,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,5,42,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,5,101,0.9047619047619048,0.9537037037037036,0.8888888888888888,37,21,24,34
drugs,6,13,0.9047619047619048,1.0,0.9,37,21,24,34
drugs,6,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,6,101,0.9523809523809523,0.9351851851851851,0.9411764705882353,37,21,24,34
drugs,7,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,7,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,7,101,0.9047619047619048,0.9351851851851851,0.8888888888888888,37,21,24,34
drugs,8,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,8,42,0.9047619047619048,1.0,0.9,37,21,24,34
drugs,8,101,0.9047619047619048,0.9074074074074073,0.8888888888888888,37,21,24,34
drugs,9,13,0.9047619047619048,0.9814814814814815,0.9,37,21,24,34
drugs,9,42,0.9047619047619048,1.0,0.9,37,21,24,34
drugs,9,101,0.8571428571428571,0.9166666666666666,0.8421052631578947,37,21,24,34
drugs,10,13,0.8095238095238095,0.9722222222222222,0.8,37,21,24,34
drugs,10,42,0.9047619047619048,1.0,0.9,37,21,24,34
drugs,10,101,0.8571428571428571,0.8703703703703703,0.8421052631578947,37,21,24,34
drugs,11,13,0.9047619047619048,0.9907407407407407,0.9,37,21,24,34
drugs,11,42,0.9047619047619048,1.0,0.9,37,21,24,34
drugs,11,101,0.8571428571428571,0.8796296296296297,0.8421052631578947,37,21,24,34
drugs,12,13,0.8571428571428571,0.962962962962963,0.8571428571428571,37,21,24,34
drugs,12,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,12,101,0.8571428571428571,0.8796296296296297,0.8421052631578947,37,21,24,34
drugs,13,13,0.7619047619047619,0.962962962962963,0.7619047619047619,37,21,24,34
drugs,13,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,13,101,0.8571428571428571,0.8796296296296297,0.8421052631578947,37,21,24,34
drugs,14,13,0.8095238095238095,0.962962962962963,0.8,37,21,24,34
drugs,14,42,0.9047619047619048,1.0,0.9,37,21,24,34
drugs,14,101,0.8571428571428571,0.888888888888889,0.8421052631578947,37,21,24,34
drugs,15,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,15,42,0.9047619047619048,1.0,0.9,37,21,24,34
drugs,15,101,0.8571428571428571,0.9074074074074073,0.8421052631578947,37,21,24,34
drugs,16,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,16,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,16,101,0.9047619047619048,0.9166666666666666,0.8888888888888888,37,21,24,34
drugs,17,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,17,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,17,101,0.9047619047619048,0.9351851851851851,0.8888888888888888,37,21,24,34
drugs,18,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,18,42,0.9047619047619048,1.0,0.9,37,21,24,34
drugs,18,101,0.9047619047619048,0.9166666666666665,0.8888888888888888,37,21,24,34
drugs,19,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,19,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,19,101,0.9047619047619048,0.9166666666666666,0.8888888888888888,37,21,24,34
drugs,20,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,20,42,0.9047619047619048,1.0,0.9,37,21,24,34
drugs,20,101,0.9047619047619048,0.9351851851851851,0.8888888888888888,37,21,24,34
drugs,21,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,21,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,21,101,0.9047619047619048,0.9444444444444444,0.8888888888888888,37,21,24,34
drugs,22,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,22,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,22,101,0.9047619047619048,0.9351851851851851,0.8888888888888888,37,21,24,34
drugs,23,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,23,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,23,101,0.9047619047619048,0.9351851851851851,0.8888888888888888,37,21,24,34
drugs,24,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,24,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,24,101,0.9047619047619048,0.9259259259259258,0.8888888888888888,37,21,24,34
drugs,25,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,25,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,25,101,0.9047619047619048,0.9259259259259258,0.8888888888888888,37,21,24,34
drugs,26,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,26,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,26,101,0.9047619047619048,0.9444444444444444,0.8888888888888888,37,21,24,34
drugs,27,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,27,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,27,101,0.9047619047619048,0.9444444444444444,0.8888888888888888,37,21,24,34
drugs,28,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,28,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,28,101,0.9047619047619048,0.9444444444444444,0.8888888888888888,37,21,24,34
drugs,29,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,29,42,1.0,1.0,1.0,37,21,24,34
drugs,29,101,0.9047619047619048,0.9351851851851851,0.8888888888888888,37,21,24,34
drugs,30,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,30,42,1.0,1.0,1.0,37,21,24,34
drugs,30,101,0.9047619047619048,0.9351851851851851,0.8888888888888888,37,21,24,34
drugs,31,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
drugs,31,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
drugs,31,101,0.9047619047619048,0.9351851851851851,0.8888888888888888,37,21,24,34
drugs,32,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
drugs,32,42,1.0,1.0,1.0,37,21,24,34
drugs,32,101,0.8571428571428571,0.9259259259259259,0.8421052631578947,37,21,24,34
violence,0,13,0.47619047619047616,0.5277777777777778,0.5217391304347826,37,21,24,34
violence,0,42,0.6666666666666666,0.787037037037037,0.6956521739130435,37,21,24,34
violence,0,101,0.7619047619047619,0.7592592592592592,0.782608695652174,37,21,24,34
violence,1,13,0.5714285714285714,0.7037037037037036,0.6086956521739131,37,21,24,34
violence,1,42,0.7619047619047619,0.9351851851851852,0.7619047619047619,37,21,24,34
violence,1,101,0.6666666666666666,0.7962962962962963,0.6956521739130435,37,21,24,34
violence,2,13,0.6190476190476191,0.6574074074074074,0.6363636363636364,37,21,24,34
violence,2,42,0.8095238095238095,0.8981481481481481,0.8,37,21,24,34
violence,2,101,0.7142857142857143,0.7592592592592593,0.7,37,21,24,34
violence,3,13,0.5714285714285714,0.7314814814814815,0.6086956521739131,37,21,24,34
violence,3,42,0.7619047619047619,0.9166666666666667,0.7368421052631579,37,21,24,34
violence,3,101,0.7142857142857143,0.787037037037037,0.7,37,21,24,34
violence,4,13,0.6666666666666666,0.75,0.6956521739130435,37,21,24,34
violence,4,42,0.8571428571428571,0.9722222222222223,0.8421052631578947,37,21,24,34
violence,4,101,0.8095238095238095,0.9074074074074074,0.8181818181818182,37,21,24,34
violence,5,13,0.6666666666666666,0.787037037037037,0.6956521739130435,37,21,24,34
violence,5,42,0.9523809523809523,0.9629629629629629,0.9473684210526315,37,21,24,34
violence,5,101,0.7142857142857143,0.9537037037037037,0.75,37,21,24,34
violence,6,13,0.6666666666666666,0.8055555555555556,0.6666666666666666,37,21,24,34
violence,6,42,0.9523809523809523,0.9629629629629629,0.9473684210526315,37,21,24,34
violence,6,101,0.7142857142857143,0.9722222222222222,0.75,37,21,24,34
violence,7,13,0.7142857142857143,0.8796296296296295,0.7272727272727273,37,21,24,34
violence,7,42,0.8571428571428571,0.9444444444444444,0.8571428571428571,37,21,24,34
violence,7,101,0.7619047619047619,0.962962962962963,0.782608695652174,37,21,24,34
violence,8,13,0.7142857142857143,0.8703703703703702,0.7272727272727273,37,21,24,34
violence,8,42,0.8571428571428571,0.9722222222222222,0.8571428571428571,37,21,24,34
violence,8,101,0.7619047619047619,0.9537037037037036,0.782608695652174,37,21,24,34
violence,9,13,0.7619047619047619,0.8703703703703702,0.782608695652174,37,21,24,34
violence,9,42,0.8095238095238095,0.9351851851851852,0.8181818181818182,37,21,24,34
violence,9,101,0.7619047619047619,0.9537037037037036,0.782608695652174,37,21,24,34
violence,10,13,0.7142857142857143,0.8703703703703703,0.7272727272727273,37,21,24,34
violence,10,42,0.8095238095238095,0.9351851851851851,0.8181818181818182,37,21,24,34
violence,10,101,0.7619047619047619,0.9537037037037036,0.782608695652174,37,21,24,34
violence,11,13,0.7142857142857143,0.8703703703703703,0.7272727272727273,37,21,24,34
violence,11,42,0.8095238095238095,0.9444444444444444,0.8181818181818182,37,21,24,34
violence,11,101,0.7619047619047619,0.962962962962963,0.7619047619047619,37,21,24,34
violence,12,13,0.6666666666666666,0.8240740740740741,0.6666666666666666,37,21,24,34
violence,12,42,0.8095238095238095,0.925925925925926,0.8181818181818182,37,21,24,34
violence,12,101,0.8095238095238095,0.9722222222222222,0.8181818181818182,37,21,24,34
violence,13,13,0.5714285714285714,0.8240740740740741,0.5714285714285714,37,21,24,34
violence,13,42,0.8095238095238095,0.9074074074074074,0.8181818181818182,37,21,24,34
violence,13,101,0.8095238095238095,0.9814814814814815,0.8181818181818182,37,21,24,34
violence,14,13,0.7619047619047619,0.8796296296296297,0.7619047619047619,37,21,24,34
violence,14,42,0.8095238095238095,0.9444444444444444,0.8181818181818182,37,21,24,34
violence,14,101,0.8571428571428571,0.9907407407407407,0.8571428571428571,37,21,24,34
violence,15,13,0.7142857142857143,0.8611111111111112,0.7,37,21,24,34
violence,15,42,0.8095238095238095,0.9444444444444445,0.8181818181818182,37,21,24,34
violence,15,101,0.8571428571428571,0.9814814814814815,0.8571428571428571,37,21,24,34
violence,16,13,0.7142857142857143,0.8703703703703703,0.7,37,21,24,34
violence,16,42,0.8571428571428571,0.9814814814814815,0.8571428571428571,37,21,24,34
violence,16,101,0.8571428571428571,0.9814814814814814,0.8571428571428571,37,21,24,34
violence,17,13,0.7619047619047619,0.8981481481481481,0.7619047619047619,37,21,24,34
violence,17,42,0.8571428571428571,0.9814814814814815,0.8571428571428571,37,21,24,34
violence,17,101,0.8571428571428571,0.9722222222222222,0.8571428571428571,37,21,24,34
violence,18,13,0.7142857142857143,0.8611111111111112,0.7,37,21,24,34
violence,18,42,0.8095238095238095,1.0,0.8181818181818182,37,21,24,34
violence,18,101,0.8095238095238095,0.962962962962963,0.8181818181818182,37,21,24,34
violence,19,13,0.7142857142857143,0.8611111111111112,0.7,37,21,24,34
violence,19,42,0.9047619047619048,0.9722222222222223,0.9,37,21,24,34
violence,19,101,0.8095238095238095,0.9537037037037037,0.8181818181818182,37,21,24,34
violence,20,13,0.7142857142857143,0.8611111111111112,0.7,37,21,24,34
violence,20,42,0.8571428571428571,0.9537037037037037,0.8571428571428571,37,21,24,34
violence,20,101,0.7619047619047619,0.962962962962963,0.782608695652174,37,21,24,34
violence,21,13,0.7142857142857143,0.8425925925925926,0.7,37,21,24,34
violence,21,42,0.8571428571428571,0.962962962962963,0.8571428571428571,37,21,24,34
violence,21,101,0.7619047619047619,0.9722222222222222,0.782608695652174,37,21,24,34
violence,22,13,0.7142857142857143,0.8518518518518519,0.7,37,21,24,34
violence,22,42,0.8095238095238095,0.9537037037037037,0.8,37,21,24,34
violence,22,101,0.7619047619047619,0.925925925925926,0.782608695652174,37,21,24,34
violence,23,13,0.7142857142857143,0.8703703703703705,0.7,37,21,24,34
violence,23,42,0.8095238095238095,0.9537037037037037,0.8,37,21,24,34
violence,23,101,0.7619047619047619,0.9537037037037037,0.782608695652174,37,21,24,34
violence,24,13,0.7142857142857143,0.8611111111111112,0.7,37,21,24,34
violence,24,42,0.8571428571428571,0.9444444444444444,0.8421052631578947,37,21,24,34
violence,24,101,0.8095238095238095,0.925925925925926,0.8181818181818182,37,21,24,34
violence,25,13,0.7619047619047619,0.861111111111111,0.7619047619047619,37,21,24,34
violence,25,42,0.8095238095238095,0.9537037037037037,0.8,37,21,24,34
violence,25,101,0.8095238095238095,0.925925925925926,0.8181818181818182,37,21,24,34
violence,26,13,0.8095238095238095,0.8703703703703703,0.8,37,21,24,34
violence,26,42,0.8571428571428571,0.9537037037037037,0.8571428571428571,37,21,24,34
violence,26,101,0.8095238095238095,0.9537037037037037,0.8181818181818182,37,21,24,34
violence,27,13,0.7619047619047619,0.8703703703703703,0.7619047619047619,37,21,24,34
violence,27,42,0.8095238095238095,0.9537037037037037,0.8,37,21,24,34
violence,27,101,0.8095238095238095,0.9444444444444445,0.8181818181818182,37,21,24,34
violence,28,13,0.7142857142857143,0.861111111111111,0.7,37,21,24,34
violence,28,42,0.8095238095238095,0.9537037037037037,0.8,37,21,24,34
violence,28,101,0.7619047619047619,0.962962962962963,0.782608695652174,37,21,24,34
violence,29,13,0.6666666666666666,0.8518518518518519,0.631578947368421,37,21,24,34
violence,29,42,0.8095238095238095,0.9444444444444444,0.8,37,21,24,34
violence,29,101,0.7619047619047619,0.9537037037037037,0.782608695652174,37,21,24,34
violence,30,13,0.7142857142857143,0.8611111111111112,0.7,37,21,24,34
violence,30,42,0.8095238095238095,0.9444444444444444,0.8,37,21,24,34
violence,30,101,0.7619047619047619,0.9537037037037037,0.782608695652174,37,21,24,34
violence,31,13,0.7142857142857143,0.8611111111111112,0.7,37,21,24,34
violence,31,42,0.8095238095238095,0.9537037037037037,0.8,37,21,24,34
violence,31,101,0.7619047619047619,0.9537037037037037,0.782608695652174,37,21,24,34
violence,32,13,0.7142857142857143,0.8518518518518519,0.7,37,21,24,34
violence,32,42,0.8571428571428571,0.9537037037037037,0.8421052631578947,37,21,24,34
violence,32,101,0.8095238095238095,0.925925925925926,0.8181818181818182,37,21,24,34
self_harm,0,13,0.6666666666666666,0.75,0.6666666666666666,37,21,24,34
self_harm,0,42,0.6190476190476191,0.8055555555555555,0.6,37,21,24,34
self_harm,0,101,0.7619047619047619,0.8981481481481481,0.7368421052631579,37,21,24,34
self_harm,1,13,0.6666666666666666,0.787037037037037,0.631578947368421,37,21,24,34
self_harm,1,42,0.7142857142857143,0.8148148148148148,0.7,37,21,24,34
self_harm,1,101,0.8095238095238095,0.9074074074074073,0.7777777777777778,37,21,24,34
self_harm,2,13,0.7619047619047619,0.8055555555555556,0.7619047619047619,37,21,24,34
self_harm,2,42,0.7142857142857143,0.7962962962962964,0.7,37,21,24,34
self_harm,2,101,0.8571428571428571,0.8981481481481481,0.8235294117647058,37,21,24,34
self_harm,3,13,0.8095238095238095,0.8888888888888888,0.8,37,21,24,34
self_harm,3,42,0.9047619047619048,0.9259259259259259,0.8888888888888888,37,21,24,34
self_harm,3,101,0.8571428571428571,0.962962962962963,0.8,37,21,24,34
self_harm,4,13,0.8095238095238095,0.9722222222222222,0.8,37,21,24,34
self_harm,4,42,0.8095238095238095,0.9444444444444445,0.7777777777777778,37,21,24,34
self_harm,4,101,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
self_harm,5,13,0.8095238095238095,0.9722222222222222,0.8,37,21,24,34
self_harm,5,42,0.9047619047619048,0.962962962962963,0.9,37,21,24,34
self_harm,5,101,1.0,1.0,1.0,37,21,24,34
self_harm,6,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
self_harm,6,42,0.9047619047619048,0.9814814814814814,0.8888888888888888,37,21,24,34
self_harm,6,101,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,7,13,1.0,1.0,1.0,37,21,24,34
self_harm,7,42,1.0,1.0,1.0,37,21,24,34
self_harm,7,101,1.0,1.0,1.0,37,21,24,34
self_harm,8,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
self_harm,8,42,1.0,1.0,1.0,37,21,24,34
self_harm,8,101,0.9047619047619048,0.9907407407407407,0.8888888888888888,37,21,24,34
self_harm,9,13,0.9047619047619048,1.0,0.9,37,21,24,34
self_harm,9,42,1.0,1.0,1.0,37,21,24,34
self_harm,9,101,0.9047619047619048,0.9907407407407407,0.8888888888888888,37,21,24,34
self_harm,10,13,0.9047619047619048,1.0,0.9,37,21,24,34
self_harm,10,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,10,101,0.9047619047619048,0.9537037037037037,0.8888888888888888,37,21,24,34
self_harm,11,13,1.0,1.0,1.0,37,21,24,34
self_harm,11,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,11,101,0.9047619047619048,0.9629629629629629,0.8888888888888888,37,21,24,34
self_harm,12,13,1.0,1.0,1.0,37,21,24,34
self_harm,12,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,12,101,0.9047619047619048,0.9629629629629629,0.8888888888888888,37,21,24,34
self_harm,13,13,0.9047619047619048,0.9814814814814814,0.9,37,21,24,34
self_harm,13,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,13,101,0.9047619047619048,0.9629629629629629,0.8888888888888888,37,21,24,34
self_harm,14,13,0.9047619047619048,1.0,0.9,37,21,24,34
self_harm,14,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,14,101,0.8571428571428571,0.9722222222222222,0.8235294117647058,37,21,24,34
self_harm,15,13,0.8095238095238095,0.962962962962963,0.7777777777777778,37,21,24,34
self_harm,15,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,15,101,0.8571428571428571,0.9629629629629629,0.8235294117647058,37,21,24,34
self_harm,16,13,0.9047619047619048,0.9722222222222223,0.9,37,21,24,34
self_harm,16,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,16,101,0.8571428571428571,0.9722222222222222,0.8235294117647058,37,21,24,34
self_harm,17,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
self_harm,17,42,1.0,1.0,1.0,37,21,24,34
self_harm,17,101,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,18,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,18,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,18,101,0.9047619047619048,0.9814814814814814,0.8888888888888888,37,21,24,34
self_harm,19,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,19,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,19,101,0.9047619047619048,0.9814814814814814,0.8888888888888888,37,21,24,34
self_harm,20,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,20,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,20,101,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
self_harm,21,13,0.9047619047619048,0.9814814814814814,0.9,37,21,24,34
self_harm,21,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,21,101,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
self_harm,22,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,22,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,22,101,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
self_harm,23,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,23,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,23,101,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
self_harm,24,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,24,42,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
self_harm,24,101,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
self_harm,25,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,25,42,0.9523809523809523,0.9907407407407407,0.9411764705882353,37,21,24,34
self_harm,25,101,0.9047619047619048,0.9629629629629629,0.8888888888888888,37,21,24,34
self_harm,26,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,26,42,0.9523809523809523,0.9907407407407407,0.9411764705882353,37,21,24,34
self_harm,26,101,0.9047619047619048,0.9629629629629629,0.8888888888888888,37,21,24,34
self_harm,27,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,27,42,0.9523809523809523,0.9907407407407407,0.9411764705882353,37,21,24,34
self_harm,27,101,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
self_harm,28,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,28,42,0.9523809523809523,0.9907407407407407,0.9411764705882353,37,21,24,34
self_harm,28,101,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
self_harm,29,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,29,42,0.9523809523809523,0.9907407407407407,0.9411764705882353,37,21,24,34
self_harm,29,101,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
self_harm,30,13,0.9523809523809523,0.9814814814814814,0.9473684210526315,37,21,24,34
self_harm,30,42,0.9523809523809523,0.9907407407407407,0.9411764705882353,37,21,24,34
self_harm,30,101,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
self_harm,31,13,0.9047619047619048,0.9722222222222223,0.9,37,21,24,34
self_harm,31,42,0.9523809523809523,0.9907407407407407,0.9411764705882353,37,21,24,34
self_harm,31,101,0.9047619047619048,0.9537037037037037,0.8888888888888888,37,21,24,34
self_harm,32,13,0.9047619047619048,0.9814814814814814,0.9,37,21,24,34
self_harm,32,42,0.9523809523809523,0.9907407407407407,0.9411764705882353,37,21,24,34
self_harm,32,101,0.9047619047619048,0.9351851851851851,0.8888888888888888,37,21,24,34
password,0,13,0.7619047619047619,0.8981481481481481,0.7619047619047619,37,21,24,34
password,0,42,0.6666666666666666,0.6944444444444444,0.5882352941176471,37,21,24,34
password,0,101,0.7142857142857143,0.8055555555555555,0.7272727272727273,37,21,24,34
password,1,13,0.8095238095238095,0.9722222222222222,0.8181818181818182,37,21,24,34
password,1,42,0.7142857142857143,0.7777777777777778,0.6666666666666666,37,21,24,34
